Open,High,Low,Close,Adj Close,Volume
134.4499969482422,134.63999938964844,129.9499969482422,131.08999633789062,131.08999633789062,24625300
128.99000549316406,137.50999450683594,128.55999755859375,135.67999267578125,135.67999267578125,28146200
134.69000244140625,137.1699981689453,131.1199951171875,131.74000549316406,131.74000549316406,22717900
134.00999450683594,138.0,133.75,137.9499969482422,137.9499969482422,29002100
137.55999755859375,138.8699951171875,135.91000366210938,138.0500030517578,138.0500030517578,20089300
139.88999938964844,143.13999938964844,139.5399932861328,142.52999877929688,142.52999877929688,26263800
142.9499969482422,144.6999969482422,141.27000427246094,144.22999572753906,144.22999572753906,22205900
143.0800018310547,144.55999755859375,140.83999633789062,144.1999969482422,144.1999969482422,16125000
143.14999389648438,145.36000061035156,142.57000732421875,143.8000030517578,143.8000030517578,12908000
142.0,146.57000732421875,141.27000427246094,145.38999938964844,145.38999938964844,20520300
146.00999450683594,150.67999267578125,145.99000549316406,148.9499969482422,148.9499969482422,24069000
149.0,149.64999389648438,147.0,147.5399932861328,147.5399932861328,18025700
146.9499969482422,149.0,146.5,148.3000030517578,148.3000030517578,15787900
149.75,152.42999267578125,148.5500030517578,150.0399932861328,150.0399932861328,31029600
149.1999969482422,151.52999877929688,146.3699951171875,147.57000732421875,147.57000732421875,22378700
148.27999877929688,148.8000030517578,143.05999755859375,144.3000030517578,144.3000030517578,20098400
144.63999938964844,146.44000244140625,142.52000427246094,145.8300018310547,145.8300018310547,20955500
147.47999572753906,149.8300018310547,146.5399932861328,149.00999450683594,149.00999450683594,22237200
148.0500030517578,148.9600067138672,146.2100067138672,147.47000122070312,147.47000122070312,15508500
148.08999633789062,148.10000610351562,143.42999267578125,144.19000244140625,144.19000244140625,17632100
146.22000122070312,150.9499969482422,145.6999969482422,150.4199981689453,150.4199981689453,44613200
165.60000610351562,171.67999267578125,165.0,166.69000244140625,166.69000244140625,77233600
165.83999633789062,169.10000610351562,165.66000366210938,165.7100067138672,165.7100067138672,30806500
165.6999969482422,169.3000030517578,163.6199951171875,169.25,169.25,20036000
169.14999389648438,171.97999572753906,168.69000244140625,171.16000366210938,171.16000366210938,22557000
171.1999969482422,172.47000122070312,169.27000427246094,170.49000549316406,170.49000549316406,13281200
168.1999969482422,169.24000549316406,165.25,166.3800048828125,166.3800048828125,17517600
164.47000122070312,167.3699951171875,164.2100067138672,167.3300018310547,167.3300018310547,12561400
167.89999389648438,168.3000030517578,165.0800018310547,165.7899932861328,165.7899932861328,12811200
166.86000061035156,168.33999633789062,164.5,165.0399932861328,165.0399932861328,16292300
165.3800048828125,166.22000122070312,163.72999572753906,164.07000732421875,164.07000732421875,14205100
163.19000244140625,164.8699951171875,162.25,163.9499969482422,163.9499969482422,12755200
164.50999450683594,164.6999969482422,160.86000061035156,162.5,162.5,15504400
160.5,164.14999389648438,160.3300018310547,162.2899932861328,162.2899932861328,14345400
162.25,163.72000122070312,161.25,162.55999755859375,162.55999755859375,11770700
161.92999267578125,162.24000549316406,159.58999633789062,160.0399932861328,160.0399932861328,15607800
160.5800018310547,162.41000366210938,160.30999755859375,161.88999938964844,161.88999938964844,15858500
163.07000732421875,166.07000732421875,162.89999389648438,164.6199951171875,164.6199951171875,18737100
164.33999633789062,166.24000549316406,163.8000030517578,164.1300048828125,164.1300048828125,13784100
162.89999389648438,163.92999267578125,160.41000366210938,162.80999755859375,162.80999755859375,12697500
162.3699951171875,163.5,160.86000061035156,161.4499969482422,161.4499969482422,11114200
162.60000610351562,163.1300048828125,161.69000244140625,162.27999877929688,162.27999877929688,11097800
163.89999389648438,167.5,163.8300018310547,167.3699951171875,167.3699951171875,18894700
167.3699951171875,171.8800048828125,166.5500030517578,171.25999450683594,171.25999450683594,28187900
172.89999389648438,173.57000732421875,171.27000427246094,172.50999450683594,172.50999450683594,21531700
171.5,171.74000549316406,167.61000061035156,169.1300048828125,169.1300048828125,18306500
166.1999969482422,169.6199951171875,165.97000122070312,169.60000610351562,169.60000610351562,13184800
171.60000610351562,174.3000030517578,171.5800018310547,172.07000732421875,172.07000732421875,18884000
172.08999633789062,173.8000030517578,171.22000122070312,171.9199981689453,171.9199981689453,12155300
172.32000732421875,174.02999877929688,172.1199951171875,173.3699951171875,173.3699951171875,11973300
169.75999450683594,171.14999389648438,168.16000366210938,170.1699981689453,170.1699981689453,18037400
167.16000366210938,167.5800018310547,162.50999450683594,165.97999572753906,165.97999572753906,37135400
163.57000732421875,163.89999389648438,159.27999877929688,160.47000122070312,160.47000122070312,37524200
161.47999572753906,163.82000732421875,160.82000732421875,161.57000732421875,161.57000732421875,25611500
161.5,166.1199951171875,161.24000549316406,165.44000244140625,165.44000244140625,20211500
164.88999938964844,166.38999938964844,163.75,166.0800018310547,166.0800018310547,16223000
