Open,High,Low,Close,Adj Close,Volume
101.29000091552734,102.4000015258789,100.44000244140625,101.56999969482422,99.54019165039062,33173800
99.55000305175781,101.75,98.94000244140625,101.12000274658203,99.09918975830078,35329300
100.0999984741211,100.19000244140625,97.19999694824219,97.4000015258789,95.45352935791016,42579100
99.72000122070312,102.51000213623047,98.93000030517578,101.93000030517578,99.89300537109375,44060600
101.63999938964844,103.2699966430664,100.9800033569336,102.05999755859375,100.02040100097656,35656100
103.04000091552734,103.97000122070312,101.70999908447266,102.80000305175781,100.74561309814453,31514400
103.86000061035156,104.87999725341797,103.23999786376953,104.2699966430664,102.18622589111328,32280800
103.22000122070312,103.75,102.37999725341797,103.5999984741211,101.52963256835938,30067600
103.19000244140625,103.44000244140625,101.63999938964844,102.80000305175781,100.74561309814453,28314200
101.9000015258789,102.87000274658203,101.26000213623047,102.05000305175781,100.01060485839844,28437100
102.51000213623047,105.05000305175781,101.87999725341797,105.01000213623047,102.91145324707031,31587600
105.26000213623047,106.26000213623047,104.95999908447266,105.37999725341797,103.27405548095703,29853900
105.0,106.62999725341797,104.76000213623047,106.12000274658203,103.99927520751953,28393000
107.45999908447266,107.9000015258789,105.91000366210938,107.70999908447266,105.5574951171875,37427600
106.75,107.0999984741211,104.86000061035156,105.68000030517578,103.56806182861328,32371300
106.12000274658203,107.04000091552734,105.33999633789062,106.70999908447266,104.57746887207031,25874300
106.86000061035156,107.0,105.33999633789062,106.19999694824219,104.07766723632812,23164800
107.23999786376953,107.87999725341797,106.19999694824219,107.16999816894531,105.02828216552734,31225600
106.26000213623047,106.4800033569336,104.66000366210938,105.08000183105469,102.98004913330078,29476700
104.87999725341797,104.97000122070312,102.16999816894531,102.94000244140625,100.88282775878906,31490500
104.62000274658203,106.37999725341797,104.33000183105469,106.37999725341797,104.25407409667969,49471900
103.80000305175781,105.22000122070312,103.18000030517578,104.43000030517578,102.3430404663086,55636400
103.77999877929688,104.0999984741211,102.3499984741211,102.77999877929688,100.72601318359375,35535700
