Open,High,Low,Close,Adj Close,Volume
158.52999877929688,159.36000061035156,156.47999572753906,157.74000549316406,154.34027099609375,35003500
154.88999938964844,158.85000610351562,154.22999572753906,157.9199981689453,154.51638793945312,37039700
143.97999572753906,145.72000122070312,142.0,142.19000244140625,139.1254119873047,91312200
144.52999877929688,148.5500030517578,143.8000030517578,148.25999450683594,145.0645751953125,58607100
148.6999969482422,148.8300018310547,145.89999389648438,147.92999267578125,144.74171447753906,54777800
149.55999755859375,151.82000732421875,148.52000427246094,150.75,147.50091552734375,41025300
151.2899932861328,154.52999877929688,149.6300048828125,153.30999755859375,150.0057373046875,45099100
152.5,153.97000122070312,150.86000061035156,153.8000030517578,150.48519897460938,35780700
152.8800048828125,153.6999969482422,151.50999450683594,152.2899932861328,149.00772094726562,27023200
150.85000610351562,151.27000427246094,149.22000122070312,150.0,146.76708984375,32439200
150.27000427246094,153.38999938964844,150.0500030517578,153.07000732421875,149.77093505859375,28710900
153.0800018310547,155.8800048828125,153.0,154.94000244140625,151.6006317138672,30569700
154.1999969482422,157.66000366210938,153.25999450683594,155.86000061035156,152.5007781982422,29821200
157.5,157.8800048828125,155.97999572753906,156.82000732421875,153.44009399414062,33751000
156.41000366210938,156.72999572753906,152.6199951171875,153.3000030517578,149.99595642089844,30394000
154.14999389648438,155.13999938964844,151.6999969482422,153.9199981689453,150.60260009765625,23130600
154.11000061035156,154.47999572753906,151.74000549316406,152.6999969482422,149.40887451171875,25441500
155.47999572753906,158.1300048828125,154.32000732421875,157.75999450683594,154.35984802246094,33535500
155.7899932861328,156.3300018310547,153.66000366210938,156.3000030517578,152.93130493164062,26192100
156.25,158.1300048828125,154.11000061035156,154.67999267578125,151.34620666503906,41587200
163.25,166.14999389648438,160.22999572753906,165.25,161.68841552734375,61109800
166.11000061035156,169.0,164.55999755859375,166.44000244140625,162.8527374267578,40739600
166.9600067138672,168.97999572753906,165.92999267578125,166.52000427246094,162.9310302734375,32668100
167.41000366210938,171.66000366210938,167.27999877929688,171.25,167.55908203125,31495500
172.86000061035156,175.0800018310547,172.35000610351562,174.17999267578125,170.42593383789062,36101600
174.64999389648438,175.57000732421875,172.85000610351562,174.24000549316406,170.48464965820312,28239600
172.39999389648438,173.94000244140625,170.33999633789062,170.94000244140625,167.25576782226562,31741700
168.99000549316406,170.66000366210938,168.4199981689453,170.41000366210938,167.4523162841797,23820000
171.0500030517578,171.2100067138672,169.25,169.42999267578125,166.48928833007812,20993400
170.10000610351562,171.0,169.6999969482422,170.88999938964844,167.92396545410156,22283500
171.38999938964844,172.47999572753906,169.9199981689453,170.17999267578125,167.2262725830078,22490200
169.7100067138672,171.25999450683594,169.3800048828125,170.8000030517578,167.83554077148438,21835700
171.25,171.6999969482422,169.75,170.4199981689453,167.46212768554688,24626800
169.7100067138672,171.44000244140625,169.49000549316406,170.92999267578125,167.9632568359375,18972800
171.19000244140625,173.32000732421875,170.99000549316406,172.02999877929688,169.04417419433594,26114400
171.8000030517578,172.3699951171875,170.3000030517578,171.05999755859375,168.0910186767578,17249700
171.5800018310547,173.0,171.3800048828125,172.97000122070312,169.9678497314453,18913200
174.16000366210938,175.8699951171875,173.9499969482422,174.22999572753906,171.2059783935547,21873400
173.7100067138672,175.3000030517578,173.1699981689453,174.3300018310547,171.3042449951172,17070200
173.2100067138672,175.0,172.72999572753906,174.8699951171875,171.8348846435547,27835400
174.32000732421875,174.91000366210938,172.9199981689453,173.14999389648438,170.1447296142578,28215400
174.27999877929688,175.14999389648438,172.88999938964844,174.97000122070312,171.93312072753906,25886200
175.69000244140625,177.75,173.97000122070312,175.85000610351562,172.79788208007812,27436200
175.94000244140625,176.0,174.5399932861328,175.52999877929688,172.48341369628906,19737400
