Open,High,Low,Close,Adj Close,Volume
337.7900085449219,339.2099914550781,325.260009765625,332.79998779296875,332.79998779296875,6302300
306.1000061035156,315.1300048828125,298.79998779296875,310.1199951171875,310.1199951171875,11658600
307.0,309.3999938964844,297.3800048828125,300.3599853515625,300.3599853515625,6965200
306.0,318.0,302.7300109863281,317.69000244140625,317.69000244140625,7394100
321.7200012207031,336.739990234375,317.75,334.9599914550781,334.9599914550781,7551200
341.9599914550781,344.010009765625,327.0199890136719,335.3500061035156,335.3500061035156,7008500
335.5,343.5,331.4700012207031,338.5299987792969,338.5299987792969,5432900
334.3999938964844,345.3900146484375,331.7900085449219,344.9700012207031,344.9700012207031,6056400
342.0899963378906,348.4100036621094,338.7699890136719,347.260009765625,347.260009765625,5039100
342.3800048828125,342.5,334.0,334.3999938964844,334.3999938964844,5247300
335.0,348.79998779296875,334.5,344.42999267578125,344.42999267578125,6056600
344.7799987792969,352.0,343.5,346.04998779296875,346.04998779296875,4691700
346.2099914550781,351.5,344.1499938964844,347.30999755859375,347.30999755859375,3676700
323.0,327.1300048828125,299.7300109863281,302.260009765625,302.260009765625,24150800
304.82000732421875,308.0,295.5,298.9200134277344,298.9200134277344,12066700
292.5,294.5,281.69000244140625,287.5899963378906,287.5899963378906,12530000
283.0299987792969,293.67999267578125,279.2799987792969,291.510009765625,291.510009765625,8012200
294.3900146484375,298.5199890136719,289.54998779296875,297.0400085449219,297.0400085449219,7249600
292.9100036621094,297.4599914550781,287.75,296.3800048828125,296.3800048828125,6423300
295.2699890136719,298.55999755859375,291.79998779296875,297.4599914550781,297.4599914550781,4621700
300.45001220703125,309.0,298.489990234375,308.7699890136719,308.7699890136719,11250300
301.0,311.55999755859375,294.0,307.0199890136719,307.0199890136719,12569200
305.4200134277344,316.1000061035156,303.5,312.2099914550781,312.2099914550781,7283400
312.9800109863281,315.29998779296875,301.8800048828125,312.8900146484375,312.8900146484375,7352100
312.489990234375,322.44000244140625,312.25,321.3500061035156,321.3500061035156,6742800
319.5899963378906,324.239990234375,315.6199951171875,317.2200012207031,317.2200012207031,5038500
313.29998779296875,314.70001220703125,303.0,307.510009765625,307.510009765625,6520600
306.8299865722656,307.45001220703125,298.5,305.79998779296875,305.79998779296875,5844200
311.6000061035156,318.6000061035156,310.5,312.8399963378906,312.8399963378906,7129700
316.20001220703125,318.19000244140625,309.6199951171875,311.80999755859375,311.80999755859375,5517600
312.3500061035156,312.75,305.57000732421875,308.1700134277344,308.1700134277344,5141600
303.3800048828125,306.7699890136719,301.0,303.7699890136719,303.7699890136719,5200800
