Date,Open_amzn,High_amzn,Low_amzn,Close_amzn,Adj_Close_amzn,Volume_amzn,Open_tesla,High_tesla,Low_tesla,Close_tesla,Adj_Close_tesla,Volume_tesla,Open_apple,High_apple,Low_apple,Close_apple,Adj_Close_apple,Volume_apple,Open_facebook,High_facebook,Low_facebook,Close_facebook,Adj_Close_facebook,Volume_facebook,Open_microsoft,High_microsoft,Low_microsoft,Close_microsoft,Adj_Close_microsoft,Volume_microsoft
2019-01-18,1712.0,1716.199951171875,1691.5400390625,1696.199951171875,1696.199951171875,6020500,323.0,327.1300048828125,299.7300109863281,302.260009765625,302.260009765625,24150800,157.5,157.8800048828125,155.97999572753906,156.82000732421875,153.44009399414062,33751000,149.75,152.42999267578125,148.5500030517578,150.0399932861328,150.0399932861328,31029600,107.45999908447266,107.9000015258789,105.91000366210938,107.70999908447266,105.5574951171875,37427600
2019-01-22,1681.0,1681.8699951171875,1610.199951171875,1632.1700439453125,1632.1700439453125,6416800,304.82000732421875,308.0,295.5,298.9200134277344,298.9200134277344,12066700,156.41000366210938,156.72999572753906,152.6199951171875,153.3000030517578,149.99595642089844,30394000,149.1999969482422,151.52999877929688,146.3699951171875,147.57000732421875,147.57000732421875,22378700,106.75,107.0999984741211,104.86000061035156,105.68000030517578,103.56806182861328,32371300
2019-01-23,1656.0,1657.4300537109375,1612.0,1640.02001953125,1640.02001953125,5225200,292.5,294.5,281.69000244140625,287.5899963378906,287.5899963378906,12530000,154.14999389648438,155.13999938964844,151.6999969482422,153.9199981689453,150.60260009765625,23130600,148.27999877929688,148.8000030517578,143.05999755859375,144.3000030517578,144.3000030517578,20098400,106.12000274658203,107.04000091552734,105.33999633789062,106.70999908447266,104.57746887207031,25874300
2019-01-24,1641.0699462890625,1657.260009765625,1631.780029296875,1654.9300537109375,1654.9300537109375,4089900,283.0299987792969,293.67999267578125,279.2799987792969,291.510009765625,291.510009765625,8012200,154.11000061035156,154.47999572753906,151.74000549316406,152.6999969482422,149.40887451171875,25441500,144.63999938964844,146.44000244140625,142.52000427246094,145.8300018310547,145.8300018310547,20955500,106.86000061035156,107.0,105.33999633789062,106.19999694824219,104.07766723632812,23164800
2019-01-25,1670.5,1683.47998046875,1661.6099853515625,1670.5699462890625,1670.5699462890625,4945900,294.3900146484375,298.5199890136719,289.54998779296875,297.0400085449219,297.0400085449219,7249600,155.47999572753906,158.1300048828125,154.32000732421875,157.75999450683594,154.35984802246094,33535500,147.47999572753906,149.8300018310547,146.5399932861328,149.00999450683594,149.00999450683594,22237200,107.23999786376953,107.87999725341797,106.19999694824219,107.16999816894531,105.02828216552734,31225600
2019-01-28,1643.5899658203125,1645.0,1614.0899658203125,1637.8900146484375,1637.8900146484375,4837700,292.9100036621094,297.4599914550781,287.75,296.3800048828125,296.3800048828125,6423300,155.7899932861328,156.3300018310547,153.66000366210938,156.3000030517578,152.93130493164062,26192100,148.0500030517578,148.9600067138672,146.2100067138672,147.47000122070312,147.47000122070312,15508500,106.26000213623047,106.4800033569336,104.66000366210938,105.08000183105469,102.98004913330078,29476700
2019-01-29,1631.27001953125,1632.3800048828125,1590.719970703125,1593.8800048828125,1593.8800048828125,4632800,295.2699890136719,298.55999755859375,291.79998779296875,297.4599914550781,297.4599914550781,4621700,156.25,158.1300048828125,154.11000061035156,154.67999267578125,151.34620666503906,41587200,148.08999633789062,148.10000610351562,143.42999267578125,144.19000244140625,144.19000244140625,17632100,104.87999725341797,104.97000122070312,102.16999816894531,102.94000244140625,100.88282775878906,31490500
2019-01-30,1623.0,1676.949951171875,1619.6800537109375,1670.4300537109375,1670.4300537109375,5783800,300.45001220703125,309.0,298.489990234375,308.7699890136719,308.7699890136719,11250300,163.25,166.14999389648438,160.22999572753906,165.25,161.68841552734375,61109800,146.22000122070312,150.9499969482422,145.6999969482422,150.4199981689453,150.4199981689453,44613200,104.62000274658203,106.37999725341797,104.33000183105469,106.37999725341797,104.25407409667969,49471900
2019-01-31,1692.8499755859375,1736.4100341796875,1679.0799560546875,1718.72998046875,1718.72998046875,10910300,301.0,311.55999755859375,294.0,307.0199890136719,307.0199890136719,12569200,166.11000061035156,169.0,164.55999755859375,166.44000244140625,162.8527374267578,40739600,165.60000610351562,171.67999267578125,165.0,166.69000244140625,166.69000244140625,77233600,103.80000305175781,105.22000122070312,103.18000030517578,104.43000030517578,102.3430404663086,55636400
2019-02-01,1638.8800048828125,1673.06005859375,1622.010009765625,1626.22998046875,1626.22998046875,11506200,305.4200134277344,316.1000061035156,303.5,312.2099914550781,312.2099914550781,7283400,166.9600067138672,168.97999572753906,165.92999267578125,166.52000427246094,162.9310302734375,32668100,165.83999633789062,169.10000610351562,165.66000366210938,165.7100067138672,165.7100067138672,30806500,103.77999877929688,104.0999984741211,102.3499984741211,102.77999877929688,100.72601318359375,35535700
2019-02-04,1623.0,1649.6300048828125,1613.5,1633.31005859375,1633.31005859375,4929100,312.9800109863281,315.29998779296875,301.8800048828125,312.8900146484375,312.8900146484375,7352100,167.41000366210938,171.66000366210938,167.27999877929688,171.25,167.55908203125,31495500,165.6999969482422,169.3000030517578,163.6199951171875,169.25,169.25,20036000,102.87000274658203,105.80000305175781,102.7699966430664,105.73999786376953,103.6268539428711,31315100
2019-02-05,1643.3399658203125,1665.260009765625,1642.5,1658.81005859375,1658.81005859375,4453100,312.489990234375,322.44000244140625,312.25,321.3500061035156,321.3500061035156,6742800,172.86000061035156,175.0800018310547,172.35000610351562,174.17999267578125,170.42593383789062,36101600,169.14999389648438,171.97999572753906,168.69000244140625,171.16000366210938,171.16000366210938,22557000,106.05999755859375,107.2699966430664,105.95999908447266,107.22000122070312,105.07728576660156,27325400
2019-02-06,1670.75,1672.260009765625,1633.3399658203125,1640.260009765625,1640.260009765625,3939900,319.5899963378906,324.239990234375,315.6199951171875,317.2200012207031,317.2200012207031,5038500,174.64999389648438,175.57000732421875,172.85000610351562,174.24000549316406,170.48464965820312,28239600,171.1999969482422,172.47000122070312,169.27000427246094,170.49000549316406,170.49000549316406,13281200,107.0,107.0,105.52999877929688,106.02999877929688,103.91106414794922,20609800
2019-02-07,1625.0,1625.5400390625,1592.9100341796875,1614.3699951171875,1614.3699951171875,4626600,313.29998779296875,314.70001220703125,303.0,307.510009765625,307.510009765625,6520600,172.39999389648438,173.94000244140625,170.33999633789062,170.94000244140625,167.25576782226562,31741700,168.1999969482422,169.24000549316406,165.25,166.3800048828125,166.3800048828125,17517600,105.19000244140625,105.58999633789062,104.29000091552734,105.2699966430664,103.16625213623047,29760700
2019-02-08,1586.0,1588.5899658203125,1566.760009765625,1588.219970703125,1588.219970703125,5657500,306.8299865722656,307.45001220703125,298.5,305.79998779296875,305.79998779296875,5844200,168.99000549316406,170.66000366210938,168.4199981689453,170.41000366210938,167.4523162841797,23820000,164.47000122070312,167.3699951171875,164.2100067138672,167.3300018310547,167.3300018310547,12561400,104.38999938964844,105.77999877929688,104.26000213623047,105.66999816894531,103.55826568603516,21461100
2019-02-11,1600.97998046875,1609.2900390625,1586.0,1591.0,1591.0,3317300,311.6000061035156,318.6000061035156,310.5,312.8399963378906,312.8399963378906,7129700,171.0500030517578,171.2100067138672,169.25,169.42999267578125,166.48928833007812,20993400,167.89999389648438,168.3000030517578,165.0800018310547,165.7899932861328,165.7899932861328,12811200,106.19999694824219,106.58000183105469,104.97000122070312,105.25,103.14664459228516,18914100
2019-02-12,1604.0,1639.4000244140625,1598.8800048828125,1638.010009765625,1638.010009765625,4858600,316.20001220703125,318.19000244140625,309.6199951171875,311.80999755859375,311.80999755859375,5517600,170.10000610351562,171.0,169.6999969482422,170.88999938964844,167.92396545410156,22283500,166.86000061035156,168.33999633789062,164.5,165.0399932861328,165.0399932861328,16292300,106.13999938964844,107.13999938964844,105.4800033569336,106.88999938964844,104.75389099121094,25056600
2019-02-13,1647.0,1656.3800048828125,1637.1099853515625,1640.0,1640.0,3560300,312.3500061035156,312.75,305.57000732421875,308.1700134277344,308.1700134277344,5141600,171.38999938964844,172.47999572753906,169.9199981689453,170.17999267578125,167.2262725830078,22490200,165.3800048828125,166.22000122070312,163.72999572753906,164.07000732421875,164.07000732421875,14205100,107.5,107.77999877929688,106.70999908447266,106.80999755859375,104.67547607421875,18394900
2019-02-14,1624.5,1637.9000244140625,1606.06005859375,1622.6500244140625,1622.6500244140625,4120500,303.3800048828125,306.7699890136719,301.0,303.7699890136719,303.7699890136719,5200800,169.7100067138672,171.25999450683594,169.3800048828125,170.8000030517578,167.83554077148438,21835700,163.19000244140625,164.8699951171875,162.25,163.9499969482422,163.9499969482422,12755200,106.30999755859375,107.29000091552734,105.66000366210938,106.9000015258789,104.76367950439453,21784700
2019-02-15,1627.8599853515625,1628.9100341796875,1604.5,1607.949951171875,1607.949951171875,4343900,304.5,308.0,303.8999938964844,307.8800048828125,307.8800048828125,3904900,171.25,171.6999969482422,169.75,170.4199981689453,167.46212768554688,24626800,164.50999450683594,164.6999969482422,160.86000061035156,162.5,162.5,15504400,107.91000366210938,108.30000305175781,107.36000061035156,108.22000122070312,106.05729675292969,26606900
2019-02-19,1601.0,1634.0,1600.56005859375,1627.5799560546875,1627.5799560546875,3681700,306.55999755859375,311.5400085449219,305.4700012207031,305.6400146484375,305.6400146484375,4168400,169.7100067138672,171.44000244140625,169.49000549316406,170.92999267578125,167.9632568359375,18972800,160.5,164.14999389648438,160.3300018310547,162.2899932861328,162.2899932861328,14345400,107.79000091552734,108.66000366210938,107.77999877929688,108.16999816894531,106.00830078125,18038500
2019-02-20,1630.0,1634.9300537109375,1610.1199951171875,1622.0999755859375,1622.0999755859375,3337600,304.4100036621094,306.29998779296875,299.0,302.55999755859375,302.55999755859375,7142100,171.19000244140625,173.32000732421875,170.99000549316406,172.02999877929688,169.04417419433594,26114400,162.25,163.72000122070312,161.25,162.55999755859375,162.55999755859375,11770700,107.86000061035156,107.94000244140625,106.29000091552734,107.1500015258789,105.45714569091797,21607700
2019-02-21,1619.8499755859375,1623.56005859375,1600.9100341796875,1619.43994140625,1619.43994140625,3483400,301.80999755859375,303.239990234375,290.5,291.2300109863281,291.2300109863281,8909200,171.8000030517578,172.3699951171875,170.3000030517578,171.05999755859375,168.0910186767578,17249700,161.92999267578125,162.24000549316406,159.58999633789062,160.0399932861328,160.0399932861328,15607800,106.9000015258789,109.4800033569336,106.87000274658203,109.41000366210938,107.68144989013672,29063200
2019-02-22,1623.5,1634.93994140625,1621.1700439453125,1631.56005859375,1631.56005859375,3096200,294.489990234375,296.5,292.1000061035156,294.7099914550781,294.7099914550781,5740600,171.5800018310547,173.0,171.3800048828125,172.97000122070312,169.9678497314453,18913200,160.5800018310547,162.41000366210938,160.30999755859375,161.88999938964844,161.88999938964844,15858500,110.05000305175781,111.19999694824219,109.81999969482422,110.97000122070312,109.21678924560547,27763200
2019-02-25,1641.449951171875,1654.5999755859375,1630.3900146484375,1633.0,1633.0,3184500,297.9100036621094,302.8999938964844,297.0,298.7699890136719,298.7699890136719,6626500,174.16000366210938,175.8699951171875,173.9499969482422,174.22999572753906,171.2059783935547,21873400,163.07000732421875,166.07000732421875,162.89999389648438,164.6199951171875,164.6199951171875,18737100,111.76000213623047,112.18000030517578,111.26000213623047,111.58999633789062,109.82699584960938,23750600
2019-02-26,1625.97998046875,1639.989990234375,1616.1300048828125,1636.4000244140625,1636.4000244140625,2665800,292.2200012207031,302.010009765625,288.7699890136719,297.8599853515625,297.8599853515625,8582500,173.7100067138672,175.3000030517578,173.1699981689453,174.3300018310547,171.3042449951172,17070200,164.33999633789062,166.24000549316406,163.8000030517578,164.1300048828125,164.1300048828125,13784100,111.26000213623047,113.23999786376953,111.16999816894531,112.36000061035156,110.58483123779297,21536700
2019-02-27,1628.1800537109375,1641.81005859375,1615.0999755859375,1641.0899658203125,1641.0899658203125,3148800,301.7799987792969,316.29998779296875,300.54998779296875,314.739990234375,314.739990234375,11183900,173.2100067138672,175.0,172.72999572753906,174.8699951171875,171.8348846435547,27835400,162.89999389648438,163.92999267578125,160.41000366210938,162.80999755859375,162.80999755859375,12697500,111.69000244140625,112.36000061035156,110.87999725341797,112.16999816894531,110.39783477783203,21487100
2019-02-28,1635.25,1651.77001953125,1633.8299560546875,1639.8299560546875,1639.8299560546875,3025900,318.9200134277344,320.0,310.80999755859375,319.8800048828125,319.8800048828125,10520700,174.32000732421875,174.91000366210938,172.9199981689453,173.14999389648438,170.1447296142578,28215400,162.3699951171875,163.5,160.86000061035156,161.4499969482422,161.4499969482422,11114200,112.04000091552734,112.87999725341797,111.7300033569336,112.02999877929688,110.26004791259766,29083900
2019-03-01,1655.1300048828125,1674.260009765625,1651.0,1671.72998046875,1671.72998046875,4974900,306.94000244140625,307.1300048828125,291.8999938964844,294.7900085449219,294.7900085449219,22911400,174.27999877929688,175.14999389648438,172.88999938964844,174.97000122070312,171.93312072753906,25886200,162.60000610351562,163.1300048828125,161.69000244140625,162.27999877929688,162.27999877929688,11097800,112.88999938964844,113.0199966430664,111.66999816894531,112.52999877929688,110.75215148925781,23501200
2019-03-04,1685.0,1709.4300537109375,1674.3599853515625,1696.1700439453125,1696.1700439453125,6167400,298.1199951171875,299.0,282.7799987792969,285.3599853515625,285.3599853515625,17096800,175.69000244140625,177.75,173.97000122070312,175.85000610351562,172.79788208007812,27436200,163.89999389648438,167.5,163.8300018310547,167.3699951171875,167.3699951171875,18894700,113.0199966430664,113.25,110.80000305175781,112.26000213623047,110.48641204833984,26608000
2019-03-05,1702.949951171875,1707.800048828125,1689.010009765625,1692.4300537109375,1692.4300537109375,3681500,282.0,284.0,270.1000061035156,276.5400085449219,276.5400085449219,18764700,175.94000244140625,176.0,174.5399932861328,175.52999877929688,172.48341369628906,19737400,167.3699951171875,171.8800048828125,166.5500030517578,171.25999450683594,171.25999450683594,28187900,112.25,112.38999938964844,111.2300033569336,111.69999694824219,109.93525695800781,19538300
2019-03-06,1695.969970703125,1697.75,1668.280029296875,1668.949951171875,1668.949951171875,3996000,276.4800109863281,281.510009765625,274.3900146484375,276.239990234375,276.239990234375,10335500,174.6699981689453,175.49000549316406,173.94000244140625,174.52000427246094,171.490966796875,20810400,172.89999389648438,173.57000732421875,171.27000427246094,172.50999450683594,172.50999450683594,21531700,111.87000274658203,112.66000366210938,111.43000030517578,111.75,109.9844741821289,17687000
2019-03-07,1667.3699951171875,1669.75,1620.510009765625,1625.949951171875,1625.949951171875,4957000,278.8399963378906,284.70001220703125,274.25,276.5899963378906,276.5899963378906,9442500,173.8699951171875,174.44000244140625,172.02000427246094,172.5,169.5060272216797,24796400,171.5,171.74000549316406,167.61000061035156,169.1300048828125,169.1300048828125,18306500,111.4000015258789,111.55000305175781,109.87000274658203,110.38999938964844,108.64595794677734,25339000
2019-03-08,1604.010009765625,1622.719970703125,1586.5699462890625,1620.800048828125,1620.800048828125,4667000,276.9100036621094,285.5899963378906,275.8900146484375,284.1400146484375,284.1400146484375,8819600,170.32000732421875,173.07000732421875,169.5,172.91000366210938,169.90890502929688,23999400,166.1999969482422,169.6199951171875,165.97000122070312,169.60000610351562,169.60000610351562,13184800,109.16000366210938,110.70999908447266,108.80000305175781,110.51000213623047,108.7640609741211,22818400
2019-03-11,1626.1199951171875,1672.2900390625,1626.010009765625,1670.6199951171875,1670.6199951171875,3876400,283.5199890136719,291.2799987792969,280.5,290.9200134277344,290.9200134277344,7392300,175.49000549316406,179.1199951171875,175.35000610351562,178.89999389648438,175.794921875,32011000,171.60000610351562,174.3000030517578,171.5800018310547,172.07000732421875,172.07000732421875,18884000,110.98999786376953,112.94999694824219,110.9800033569336,112.83000183105469,111.04741668701172,26491600
2019-03-12,1669.0,1684.27001953125,1660.97998046875,1673.0999755859375,1673.0999755859375,3614500,286.489990234375,288.07000732421875,281.05999755859375,283.3599853515625,283.3599853515625,7504100,180.0,182.6699981689453,179.3699951171875,180.91000366210938,177.77005004882812,32467600,172.08999633789062,173.8000030517578,171.22000122070312,171.9199981689453,171.9199981689453,12155300,112.81999969482422,113.98999786376953,112.6500015258789,113.62000274658203,111.8249282836914,26132700
2019-03-13,1683.0,1700.0,1679.3499755859375,1690.81005859375,1690.81005859375,3552000,283.8999938964844,291.989990234375,282.70001220703125,288.9599914550781,288.9599914550781,6844700,182.25,183.3000030517578,180.9199981689453,181.7100067138672,178.55615234375,31032500,172.32000732421875,174.02999877929688,172.1199951171875,173.3699951171875,173.3699951171875,11973300,114.12999725341797,115.0,113.77999877929688,114.5,112.69102478027344,35513800
2019-03-14,1691.199951171875,1702.0,1684.3399658203125,1686.219970703125,1686.219970703125,2946600,292.45001220703125,295.3900146484375,288.2900085449219,289.9599914550781,289.9599914550781,7103400,183.89999389648438,184.10000610351562,182.55999755859375,183.72999572753906,180.5410919189453,23579500,169.75999450683594,171.14999389648438,168.16000366210938,170.1699981689453,170.1699981689453,18037400,114.54000091552734,115.19999694824219,114.33000183105469,114.58999633789062,112.77960205078125,30763400
2019-03-15,1703.0,1718.800048828125,1693.1300048828125,1712.3599853515625,1712.3599853515625,7550900,283.510009765625,283.7200012207031,274.3999938964844,275.42999267578125,275.42999267578125,14785500,184.85000610351562,187.3300018310547,183.74000549316406,186.1199951171875,182.8896026611328,39042900,167.16000366210938,167.5800018310547,162.50999450683594,165.97999572753906,165.97999572753906,37135400,115.33999633789062,117.25,114.58999633789062,115.91000366210938,114.07875061035156,54681100
2019-03-18,1712.699951171875,1750.0,1712.6300048828125,1742.1500244140625,1742.1500244140625,5429100,276.0,278.04998779296875,267.29998779296875,269.489990234375,269.489990234375,10281000,185.8000030517578,188.38999938964844,185.7899932861328,188.02000427246094,184.75665283203125,26219800,163.57000732421875,163.89999389648438,159.27999877929688,160.47000122070312,160.47000122070312,37524200,116.16999816894531,117.61000061035156,116.05000305175781,117.56999969482422,115.71251678466797,31207600
2019-03-19,1753.510009765625,1784.1600341796875,1753.510009765625,1761.8499755859375,1761.8499755859375,6364200,267.5,273.29998779296875,263.4599914550781,267.4700012207031,267.4700012207031,11800600,188.35000610351562,188.99000549316406,185.9199981689453,186.52999877929688,183.29251098632812,31646400,161.47999572753906,163.82000732421875,160.82000732421875,161.57000732421875,161.57000732421875,25611500,118.08999633789062,118.44000244140625,116.98999786376953,117.6500015258789,115.791259765625,37588700
2019-03-20,1769.93994140625,1799.5,1767.030029296875,1797.27001953125,1797.27001953125,6265600,269.69000244140625,274.9700012207031,266.29998779296875,273.6000061035156,273.6000061035156,6908200,186.22999572753906,189.49000549316406,184.72999572753906,188.16000366210938,184.89422607421875,31035200,161.5,166.1199951171875,161.24000549316406,165.44000244140625,165.44000244140625,20211500,117.38999938964844,118.75,116.70999908447266,117.5199966430664,115.6633071899414,28113300
2019-03-21,1796.260009765625,1823.75,1787.280029296875,1819.260009765625,1819.260009765625,5767800,272.6000061035156,276.45001220703125,268.45001220703125,274.0199890136719,274.0199890136719,5947100,190.02000427246094,196.3300018310547,189.80999755859375,195.08999633789062,191.70391845703125,51034200,164.88999938964844,166.38999938964844,163.75,166.0800018310547,166.0800018310547,16223000,117.13999938964844,120.81999969482422,117.08999633789062,120.22000122070312,118.32066345214844,29854400
2019-03-22,1810.1700439453125,1818.97998046875,1763.1099853515625,1764.77001953125,1764.77001953125,6363000,272.5799865722656,272.79998779296875,264.0,264.5299987792969,264.5299987792969,8745600,195.33999633789062,197.69000244140625,190.77999877929688,191.0500030517578,187.7340545654297,42407700,165.64999389648438,167.4199981689453,164.08999633789062,164.33999633789062,164.33999633789062,16389200,119.5,119.58999633789062,117.04000091552734,117.05000305175781,115.20073699951172,33624500
2019-03-25,1757.7900390625,1782.6800537109375,1747.5,1774.260009765625,1774.260009765625,5103800,259.7099914550781,263.17999267578125,254.4600067138672,260.4200134277344,260.4200134277344,10215000,191.50999450683594,191.97999572753906,186.60000610351562,188.74000549316406,185.46412658691406,43845300,163.0,166.5399932861328,162.0,166.2899932861328,166.2899932861328,12631200,116.55999755859375,118.01000213623047,116.31999969482422,117.66000366210938,115.80111694335938,27067100
2019-03-26,1793.0,1805.77001953125,1773.3599853515625,1783.760009765625,1783.760009765625,4865900,264.44000244140625,270.260009765625,264.42999267578125,267.7699890136719,267.7699890136719,7350900,191.66000366210938,192.8800048828125,184.5800018310547,186.7899932861328,183.54798889160156,49800500,167.35000610351562,169.4499969482422,166.35000610351562,167.67999267578125,167.67999267578125,15437900,118.62000274658203,118.70999908447266,116.8499984741211,117.91000366210938,116.04714965820312,26097700
2019-03-27,1784.1300048828125,1787.5,1745.6800537109375,1765.699951171875,1765.699951171875,4324800,268.75,275.3699951171875,268.17999267578125,274.8299865722656,274.8299865722656,8779200,188.75,189.75999450683594,186.5500030517578,188.47000122070312,185.19883728027344,29848400,167.85000610351562,168.94000244140625,164.7899932861328,165.8699951171875,165.8699951171875,10620300,117.87999725341797,118.20999908447266,115.5199966430664,116.7699966430664,114.92515563964844,22733400
2019-03-28,1770.0,1777.9300537109375,1753.469970703125,1773.4200439453125,1773.4200439453125,3043000,277.1600036621094,280.3299865722656,275.1000061035156,278.6199951171875,278.6199951171875,6774100,188.9499969482422,189.55999755859375,187.52999877929688,188.72000122070312,185.44448852539062,20780400,164.57000732421875,166.72000122070312,163.3300018310547,165.5500030517578,165.5500030517578,10689200,117.44000244140625,117.58000183105469,116.12999725341797,116.93000030517578,115.08262634277344,18334800
2019-03-29,1786.5799560546875,1792.8599853515625,1776.6300048828125,1780.75,1780.75,3320800,278.70001220703125,280.1600036621094,274.5,279.8599853515625,279.8599853515625,5991300,189.8300018310547,190.0800018310547,188.5399932861328,189.9499969482422,186.6531524658203,23564000,166.38999938964844,167.19000244140625,164.80999755859375,166.69000244140625,166.69000244140625,13455500,118.06999969482422,118.31999969482422,116.95999908447266,117.94000244140625,116.0766830444336,25399800
